id_lieu,id_local,nom_lieu,ad_lieu,com_lieu,insee,type,date_maj,ouvert,source,Xlong,Ylat,nbre_pl,nbre_pmr,duree,horaires,proprio,lumiere,comm
01196-C-001,C-001,Parking Chemin de L'Ecole,Chemin De L'école,JAYAT,01196,Parking,2019-08-29,true,200071751,5.119902778,46.36907222,3,,,,,,
01213-C-001,SMT-306,Arrêt Covoit'Ici Leyment,D77 Leyment,LEYMENT,01213,Auto-stop,2022-07-11,true,240100883,5.29363609551392,45.9232284166074,0,,,,,,
01224-C-001,SMT-310,Arrêt Covoit'ici Loyettes,"Rue du Bugey, Loyettes",LOYETTES,01224,Auto-stop,2022-07-11,true,240100883,5.21134013935319,45.7778304685121,0,,,,,,
01236-C-001,C-001,Place de L'Eglise,Place De L'église,MARSONNAS,01236,Parking,2019-08-29,true,200071751,5.071047222,46.34124722,2,,,,,,
01244-C-001,SMT-302,Parking intermodal Gare de Meximieux Pérouges,"Chemin des Verchères, Meximieux",MEXIMIEUX,01244,Parking,2022-07-11,true,240100883,5.193117661,45.9012415,369,,,,,,
01245-C-001,C-001,Place de Bohas,D979 Place De Bohas,BOHAS MEYRIAT RIGNAT,01245,Parking,2019-08-29,true,200071751,5.388425,46.15994722,2,,,,,,
01246-C-001,SMT-431,Mezeriat,,MEZERIAT,01246,Aire de covoiturage,2022-07-11,true,200070555,5.046582,46.235071,10,1,,,,,manque indication de l'aire
01248-C-002,SMT-187,Aire de covoiturage de Mionnay (01390),Sortie d'autoroute Demi-échangeur A46,MIONNAY,01248,Aire de covoiturage,2022-07-11,true,200069193,4.8997728,45.883082,21,,,,,,
01250-C-001,SMT-1010,MISÉRIEUX- Chemin du Gouverneur,"337 Grande Rue, 01600 Misérieux",MISERIEUX,01250,Aire de covoiturage,2023-02-23,true,,4.809038,45.976695,25,2,,,,,
01252-C-001,SMT-208,Aire de covoiturage,"RD933, 01140 Mogneneins (à l'arrêt de bus RD933 Centre)",MOGNENEINS,01252,Aire de covoiturage,2022-07-11,true,200070118,4.80670263,46.14092377,3,,,,,,
01266-C-002,SMT-511,Montrevel,place De Gaulle,MONTREVEL-EN-BRESSE,01266,Parking,2022-07-11,true,200071751,5.1269114963524,46.3361873,15,,,,,,
01276-C-001,SMT-69,"Parking de covoiturage, La Côte",780 Route de Balan - Dept. 01 - Autoroute A42 - Diffuseur n° 5.1,NIEVROZ,01276,Aire de covoiturage,2022-07-11,true,240100610,5.05087933,45.8379163,75,2,,,,,Borne de recharge életrique + stations vélos sécurisés + arrêt couvert (type arrêt de bus) pour covoitureurs /APRR
01290-C-002,SMT-301,Aire de covoiturage A42 Meximieux Perouges,Dept. 01 - Autoroute A42 - Diffuseur n°7,PEROUGES,01290,Aire de covoiturage,2022-07-11,true,240100883,5.18408351337754,45.8597518026284,141,4,,,,,APRR
01301-C-002,C-002,Parking Quinconces,"Route De Chamonin - ""Quinconces""",POLLIAT,01301,Parking,2019-08-29,true,200071751,5.121596,46.250066,6,,,,,,
01301-C-001,C-001,Parking du Stade,"Route Saint Martin Le Chétel ""Stade""",POLLIAT,01301,Parking,2019-08-29,true,200071751,5.126572,46.251132,8,,,,,,
01304-C-001,SMT-452,Pont-d'Ain,Dept. 01 - Autoroute A42 - Diffuseur n°9,PONT-D'AIN,01304,Aire de covoiturage,2022-07-11,true,200029999,5.33049,46.049867545,49,,,,,,
01343-C-001,C-001,Parking Mairie,Place de la Mairie,Saint-Cyr-sur-Menthon,01343,Parking,2021-09-14,true,210103438,4.974385,46.275074,57,2,,,Commune,true,
01350-C-002,SMT-481,Terrain de Boules - Chemin des Lyonnières,chemin des Lyonnières - terrain de boules,SAINT-ETIENNE-DU-BOIS,01350,Aire de covoiturage,2022-07-11,true,200071751,5.289722,46.2832222,5,,,,,,
01353-C-001,SMT-523,SAINTE-EUPHÉMIE,"841 rue de la mairie, 01600 SAINTE-EUPHÉMIE",SAINTE-EUPHEMIE,01353,Aire de covoiturage,2022-10-27,true,200042497,4.793284,45.971647,51,1,,,,,
01366-C-001,SMT-307,Arrêt Covoit'ici Lste Julie,"Route de Leyment, Sainte Julie",SAINTE-JULIE,01366,Auto-stop,2022-07-11,true,240100883,5.27922083937107,45.8907693335394,0,,,,,,
01376-C-002,SMT-433,Saint-Maurice-de-Beynost,,SAINT-MAURICE-DE-BEYNOST,01376,Aire de covoiturage,2022-07-11,true,240100800,4.989172,45.820935,78,2,,,,,
01386-C-001,SMT-304,Parking de covoiturage de St Sorlin en Bugey,"Rond Point du Pont de Lagnieu, 01150, Saint-Sorlin-en-Bugey",SAINT-SORLIN-EN-BUGEY,01386,Aire de covoiturage,2022-07-11,true,240100883,5.34734366168449,45.8857341648967,80,,,,,,
01386-C-002,SMT-314,Arrêt Covoit'ici St Sorlin en Bugey,"Route du Port, Saint Solrin en Bugey",SAINT-SORLIN-EN-BUGEY,01386,Auto-stop,2022-07-11,true,240100883,5.37029535905082,45.8849147277107,0,,,,,,
01390-C-002,SMT-308,Arrêt Covoit'ici PIPA Nord,"Avenue des Bergeries, Saint Vulbas",SAINT-VULBAS,01390,Auto-stop,2022-07-11,true,240100883,5.28413734870342,45.8479994791312,0,,,,,,
01390-C-001,SMT-315,Arrêt Covoit'ici Centrale EDF,"Parking RTE Centrale EDF Bugey, D20, Saint Vlubas",SAINT-VULBAS,01390,Auto-stop,2022-07-11,true,240100883,5.25456408521974,45.7957709495424,0,,,,,,
01390-C-003,SMT-309,Arrêt Covoit'ici PIPA Sud,"Rue Charles de Gaulle, Saint Vulbas",SAINT-VULBAS,01390,Auto-stop,2022-07-11,true,240100883,5.28684558357301,45.8368502178655,0,,,,,,
01396-C-001,SMT-313,Arrêt Covoit'ici Sault Brenaz,"Grand Rue, Sault Brenaz",SAULT-BRENAZ,01396,Auto-stop,2022-07-11,true,240100883,5.40546777519829,45.8577068695411,0,,,,,,
01405-C-001,SMT-479,Parking des Sports,D1083 Servas,SERVAS,01405,Aire de covoiturage,2022-07-11,true,200071751,5.163272,46.131197,5,,,,,,
01422-C-002,SMT-443,Bourg-Sud,Dept. 01 - Autoroute A40 - Diffuseur n°7,TOSSIAT,01422,Aire de covoiturage,2022-07-11,true,200071751,5.28546756,46.145169,10,1,,,,,
01422-C-001,C-001,Place de La Fontaine,Place De La Fontaine- Anciens Combattants,TOSSIAT,01422,Parking,2019-08-29,true,200071751,5.316269444,46.14157222,1,,,,,,
01423-C-001,SMT-317,TOUSSIEUX- Salle des fêtes,"194 route de Sainte-Euphémie, 01600 TOUSSIEUX",TOUSSIEUX,01423,Aire de covoiturage,2022-07-11,true,200042497,4.822062,45.96017,30,2,,,,,
01426-C-001,C-001,Parking du Stade,Stade De Sport,VAL REVERMONT,01426,Parking,2019-08-29,true,200071751,5.362436111,46.26710278,5,,,,,,
01427-C-001,SMT-522,TRÉVOUX - Saint Mamet,"5 rue Robert Baltié, 01600 TRÉVOUX",TREVOUX,01427,Aire de covoiturage,2022-10-27,true,200042497,4.768434,45.940257,129,3,,,,,
01427-C-002,SMT-316,Trévoux - Chantegrillet,Rue de la Montluelde 01600 Trévoux,TREVOUX,01427,Aire de covoiturage,2022-07-11,true,200042497,4.780993,45.940813,80,5,,,,,
01429-C-001,SMT-482,Mairie de Vandeins,D45 Vandeins,VANDEINS,01429,Aire de covoiturage,2022-07-11,true,200071751,5.078811,46.215842,3,1,,,,,
01451-C-001,SMT-444,Viriat,Dept. 01 - Autoroute A40 - Diffuseur n°6,VIRIAT,01451,Aire de covoiturage,2022-07-11,true,200071751,5.272827,46.2363254,13,1,,,,,
01457-C-001,SMT-432,Vonnas,,VONNAS,01457,Aire de covoiturage,2022-07-11,true,200070555,4.989417,46.227222,2,0,,,,,manque indication de l'aire
02157-C-001,C-001,Péage Laon,Gare De Péage. Autoroute A26. 02000 Chambry,CHAMBRY,02157,Sortie d'autoroute,2019-08-29,true,220200026,3.663798596,49.60744757,,,,,,,
02163-C-001,C-001,Super U Charly Sur Marne,Route De Pavant. 02310 Charly-Sur-Marne,CHARLY SUR MARNE,02163,Supermarché,2019-08-29,true,220200026,3.282443232,48.97251912,,,,,,,
02168-C-003,C-003,Leclerc Chéteau Thierry,12 Rue de la Plaine. 02400 Chéteau-Thierry,CHATEAU THIERRY,02168,Supermarché,2019-08-29,true,220200026,3.389779016,49.03736798,,,,,,,
02168-C-002,C-002,Carrefour Chateau Thierry,37 Avenue d'Essémes. 02400 Chéteau-Thierry,CHATEAU THIERRY,02168,Supermarché,2019-08-29,true,220200026,3.387474767,49.0406979,,,,,,,
02168-C-001,SANEF - 93651,Covoiturage SANEF Château-Thierry,A4 Sortie 20 La Planchette 02400 Bézu-Saint-Germain,CHATEAU THIERRY,02168,Sortie d'autoroute,2021-06-02,true,632050019,3.400251563,49.07858266,9,1,,24/7,SANEF,false,Réalisé par Sanef
02209-C-001,C-001,Mairie de ConDé En Brie,1 Rond-Point Du Cahot. 02330 ConDé-En-Brie,CONDE EN BRIE,02209,Aire de covoiturage,2019-08-29,true,220200026,3.555901022,49.00457585,,,,,,,
02239-C-001,C-001,Parking écoquartier Crézancy,2 Rue De Paris. 02650 Crézancy,CREZANCY,02239,Aire de covoiturage,2019-08-29,true,220200026,3.513723672,49.04996586,,,,,,,
02305-C-001,C-001,Super U Fére En Tardenois,Fére En Tardenois. 02130 Fére-En-Tardenois,FERE EN TARDENOIS,02305,Supermarché,2019-08-29,true,220200026,3.516296885,49.20296656,,,,,,,
02408-C-001,SANEF - 138846,Covoiturage SANEF Laon,A26 Sortie 13,LAON,02408,Sortie d'autoroute,2022-06-02,true,632050019,3.663693,49.606902,44,2,,24/7,SANEF,false,"Réalisé par Sanef, exploité par la CC de la Région de Château-Thierry"
03031-C-001,C-001,Aire de covoiturage de Bizeneuille,Lieudit Fragne,BIZENEUILLE,03031,Aire de covoiturage,2019-08-29,true,220300016,2.69891609,46.38681335,,,,,,,
03073-C-001,C-001,Aire de Chemilly,Echangeur RCEA (N79),CHEMILLY,03073,Aire de covoiturage,2019-08-29,true,220300016,3.31629589,46.47358012,,,,,,,
03073-C-002,C-002,Parking de L'Eglise,Place de l'Eglise,CHEMILLY,03073,Parking,2019-08-29,true,220300016,3.31658635,46.48921715,4,,,,,,
03084-C-001,C-001,Parking du Bourg,Place de la LIberté (face garage Renault),COSNE D ALLIER,03084,Parking,2019-08-29,true,220300016,2.83054592,46.47558623,3,,,,,,
03092-C-001,C-001,Parking du Bourg,Le Bourg,CRESSANGES,03092,Parking,2019-08-29,true,220300016,3.16075256,46.44417676,4,,,,,,
03093-C-001,C-001,Aire de covoiturage du Creuzier,Lieudit les Ancizes,CREUZIER LE NEUF,03093,Aire de covoiturage,2019-08-29,true,220300016,3.45437124,46.18481218,,,,,,,
03098-C-001,C-001,Parking de La Verne,Parking de la Verne,DESERTINES,03098,Parking,2019-08-29,true,220300016,2.62639058,46.34439195,3,,,,,,
03101-C-001,C-001,Stade,Parking du Stade,DOMERAT,03101,Parking,2019-08-29,true,220300016,2.54675315,46.35823287,50,,,,,,
03102-C-001,C-001,Parking Thomassots,Les Thomassots,DOMPIERRE SUR BESBRE,03102,Parking,2019-08-29,true,220300016,3.68849384,46.51791574,6,,,,,,
03118-C-001,C-001,Aire de covoiturage des Chillins,Les Chillins proximité echangeur A71-A719,GANNAT,03118,Aire de covoiturage,2019-08-29,true,220300016,3.13837825,46.10311391,20,,,,,,
03118-C-002,C-002,Place Saint-James,Place Saint James,GANNAT,03118,Parking,2019-08-29,true,220300016,3.19906571,46.09634674,5,,,,,,
03118-C-003,C-003,Za Les Clos durs,ZA les Clos Durs,GANNAT,03118,Parking,2019-08-29,true,220300016,3.2030103,46.11107088,5,,,,,,
03122-C-001,C-001,Parking de La Mairie,Le Bourg,GIPCY,03122,Parking,2019-08-29,true,220300016,3.05378868,46.50258963,5,,,,,,
03132-C-001,C-001,Place du Marché Couvert,Place du Marché Couvert,JALIGNY SUR BESBRE,03132,Parking,2019-08-29,true,220300016,3.59436117,46.37931377,5,,,,,,
03138-C-001,C-001,Aire des Vérités,Bellevue,LAPALISSE,03138,Aire de covoiturage,2019-08-29,true,220300016,3.61326614,46.24541141,25,,,,,,
03138-C-002,C-002,Place Jean Macé,Place Jean Macé,LAPALISSE,03138,Parking,2019-08-29,true,220300016,3.62925909,46.24866192,5,,,,,,
03140-C-002,C-002,Parking Salle des fetes,Parking salle des fetes,FLEURIEL,03140,Parking,2023-09-08,true,,3.1768981715065703,46.282924001479955,20,1,,,Commune,false,Commune
03140-C-001,C-001,Parking terrain de tennis,Parking tennis club,CHANTELLE,03140,Parking,2023-09-08,true,,3.157248487341929,46.240771787258986,2,0,,,Commune,false,Commune
03183-C-001,C-001,Place du Champ de Foire,Place du champ de foire,LE MONTET,03183,Parking,2019-08-29,true,220300016,3.0535136,46.40858365,5,,,,,,
03185-C-001,C-001,Parking Saint-Jean,Route de Néris,MONTLUCON,03185,Parking,2019-08-29,true,220300016,2.6099707,46.32602626,5,,,,,,
03234-C-001,C-001,Parking Salle Polyvalente,Salle Polyvalente. place de la Mairie,ST GERAND DE VAUX,03234,Parking,2019-08-29,true,220300016,3.40064274,46.38009454,6,,,,,,
03262-C-001,C-001,Centre Aqualudique,Parking Centre Aqualudique,ST VICTOR,03262,Parking,2019-08-29,true,220300016,2.58529404,46.37863358,5,,,,,,
03291-C-001,C-001,Parking Lieu-Dit L'Hermitage,Lieu dit l'Hermitage,TREZELLES,03291,Parking,2019-08-29,true,220300016,3.58485918,46.32831573,4,,,,,,
03330-C-001,C-001,Parking Avenue Michelet,Avenue Michelet,BELLENAVES,03330,Parking,2023-09-08,true,,3.080136817817565,46.19834292198643,2,0,,,Commune,true,Commune
03330-C-002,C-002,Parking Rue du 8 mai,Rue du 8 mai 1945,BELLENAVES,03330,Parking,2023-09-08,true,,3.077737712447782,46.20091209428352,4,0,,,Commune,true,Commune
03450-C-001,C-001,Parking Municipal,Parking municipal Allee des Coteaux,EBREUIL,03450,Aire de covoiturage,2023-09-08,true,,3.0857401090726957,46.116342591814785,20,0,,,Commune,true,Commune
03500-C-002,C-002,Parking Saulcet,Allee Roger Cherillat,SAULCET,03500,Parking,2023-09-08,true,,3.2629259909122985,46.32507311251342,15,0,,,Commune,true,Commune
03500-C-001,C-001,Parking place de la liberte,Rue de la pierre Billot,BRANSAT,03500,Parking,2023-09-08,true,,3.2289150782108407,46.31918893121457,10,1,,,Commune,false,Commune
03800-C-001,C-001,Parking de covoiturage,Parking de la Mairie,LE MAYET D'ECOLE,03800,Aire de covoiturage,2023-09-08,true,,3.240662055463683,46.16833821857797,9,1,,,Commune,false,Commune
03800-C-002,C-002,Parking du Coin Marsat,Place du Coin Marsat,MAZERIER,03800,Parking,2023-09-08,true,,3.190297469600161,46.12529001259516,10,1,,,Commune,true,Commune
04001-C-001,C-001,Place de La Mairie,5 Place de la Mairie. 04510 Aiglun,AIGLUN,04001,Parking,2019-08-29,true,220400014,6.144045,44.050758,,,,,,,
04019-C-001,C-001,Parking Allée des Pins,4 Allée des Pins. 04400 Barcelonnette,BARCELONNETTE,04019,Parking,2019-08-29,true,220400014,6.635163,44.386475,,,,,,,
04022-C-001,C-001,Parking du Cimetiére,Le Village. 04330 Barréme,BARREME,04022,Parking,2019-08-29,true,220400014,6.372135,43.955113,,,,,,,
04026-C-001,C-001,Parking Parcelle 683 Sur La D951. Ancien Point Relais Information,Les Mouliniers. 05190 Bréziers,BELLAFFAIRE,04026,Parking,2019-08-29,true,220400014,6.184797,44.422655,,,,,,,
04031-C-001,C-001,Place St Jean La Bégude. Bras D'Asse,1 Route de la Fontaine. 04270 Bras-d'Asse,BRAS D ASSE,04031,Parking,2019-08-29,true,220400014,6.13412,43.920125,,,,,,,
04036-C-001,C-001,Parking de La Mairie,Le Brusquet - Village. 04420 Le Brusquet,LE BRUSQUET,04036,Parking,2019-08-29,true,220400014,6.313541,44.161969,,,,,,,
04067-C-001,C-001,Parking du Passavour,La cabine du passavour. 04200 Curel,CUREL,04067,Parking,2019-08-29,true,220400014,5.672785,44.176217,,,,,,,
04070-C-001,C-001,Parking Décathlon Route de Marseille,5 Route de Marseille. 04000 Digne-les-Bains,DIGNE LES BAINS,04070,Parking,2019-08-29,true,220400014,6.17887,44.069529,,,,,,,
04084-C-001,C-001,Parking Entrée de Village,D907 à droite de l'entrée du village en arrivant de Mézel,ESTOUBLON,04084,Parking,2019-08-29,true,220400014,6.17125,43.943831,,,,,,,
04086-C-001,C-001,Place de L'église,2 Le Village. 04400 Faucon-de-Barcelonnette,FAUCON DE BARCELONNETTE,04086,Parking,2019-08-29,true,220400014,6.678269,44.393746,,,,,,,
04104-C-001,C-001,"Parking devant Le Camping ""Les Lauzons""",Les Bouires,LIMANS,04104,Parking,2019-08-29,true,220400014,5.733151,43.973047,,,,,,,
04110-C-001,C-001,Parking de L'Esplanade Jean Moulin,4586 Avenue du Général de Gaulle. 04510 Mallemoisson,MALLEMOISSON,04110,Parking,2019-08-29,true,220400014,6.126217,44.041722,,,,,,,
04122-C-001,C-001,Parking Au Carrefour des 4 Chemins,D117 & D17,MIRABEAU,04122,Parking,2019-08-29,true,220400014,6.10239,44.05902,,,,,,,
04174-C-001,C-001,Parking du Croisement D460 et Rn202 (Au Passage à Niveau),D460. 04240 Saint-Benoét,ST BENOIT,04174,Parking,2019-08-29,true,220400014,6.724074,43.960158,,,,,,,
04209-C-001,C-001,Sisteron Nord,Sisteron Nord (échangeur n°23 de l'A 51),Sisteron,04209,Aire de covoiturage,2023-06-12,true,200068765,5.9143268,44.2242963,44,2,,,Communauté de Communes du Sisteronais-Buëch,true,
04217-C-001,C-001,Parking du Quartier Les Bourres,19 Les Bourres. 04380 Thoard,THOARD,04217,Parking,2019-08-29,true,220400014,6.132315,44.136228,,,,,,,
04217-C-002,C-002,Place du Village,206 Boulevard Paul Avignon. 04380 Thoard,THOARD,04217,Parking,2019-08-29,true,220400014,6.148995,44.149327,,,,,,,
04220-C-001,C-001,Parking de La Poste,PLACE FERNAND GILLY. Lotissement le Clét. 04400 Les Thuiles,LES THUILES,04220,Parking,2019-08-29,true,220400014,6.572451,44.394026,,,,,,,
04222-C-001,C-001,Parking du Stade,Avenue Paul Honnorat. 04250 Turriers,TURRIERS,04222,Parking,2019-08-29,true,220400014,6.170568,44.399939,,,,,,,
04226-C-001,C-001,Parking de La Za des Chabrand,15 Traverse du Bachelard. 04400 Barcelonnette,UVERNET FOURS,04226,Parking,2019-08-29,true,220400014,6.627212,44.377922,,,,,,,
04226-C-002,C-002,Parking Godille Tabac,Pra Loup 1500. 04400 Pra-Loup,UVERNET FOURS,04226,Parking,2019-08-29,true,220400014,6.614785,44.360672,,,,,,,
04230-C-001,C-001,Parking de La Salle Polyvalente,6018 Pl. Frederic Mistral. 04210 Valensole,VALENSOLE,04230,Parking,2019-08-29,true,220400014,5.986746,43.836375,,,,,,,
04244-C-001,C-001,Aire de Loisirs Mathieu Perona,33 La Coueste. 04290 Volonne,VOLONNE,04244,Parking,2019-08-29,true,220400014,6.009842,44.109882,,,,,,,
04245-C-001,C-001,Aire de covoiturage de Volx,A51. 04130 Volx,VOLX,04245,Aire de covoiturage,2019-08-29,true,220400014,5.848225,43.842979,,,,,,,
06018-C-049,C-049,Aire du parc naturel départemental de la Brague - La Rine,,Biot,06018,Parking,2021-09-01,true,220600019,7.07823929262136,43.6306748114785,20,,,,,,
06031-C-001,C-001,Aire de la gare de Cantaron,,Cantaron,06031,Parking,2021-09-01,true,220600019,7.31752468124185,43.7600285393098,7,,,,,,
06031-C-002,C-002,Aire du giratoire de la main,,Cantaron,06031,Parking,2021-09-01,true,220600019,7.31946286759725,43.7622262906779,5,,,,,,
06038-C-001,C-001,Aire de Châteauneuf – Village,,Chateuneuf de Grasse,06038,Parking,2021-09-01,true,220600019,6.97802,43.67469,10,,,,,,
06038-C-002,C-002,Aire de pré du la sud,,Chateauneuf de Grasse,06038,Parking,2021-09-01,true,220600019,6.97129962856564,43.6791692266823,20,,,,,,
06057-C-001,C-001,Aire de la gare de l’Escarène,,L'escarène,06057,Parking,2021-09-01,true,220600019,7.3515,43.84049,120,,,,,,
06066-C-001,C-001,Aire du parc naturel départemental des rives du Var,,Gilette,06066,Parking,2021-09-01,true,220600019,7.19124400810387,43.8376640742539,65,,,,,,
06069-C-002,C-002,Aire de l'Alambic,,Grasse,06069,Parking,2021-09-01,true,220600019,6.93618,43.64111,20,,,,,,
06079-C-001,C-001,Parc Relais La Canardiére,Zone Industrielle De La Canardiére. Avenue du Maréchal Lyautey. 06210 Mandelieu-la-Napoule,MANDELIEU LA NAPOULE,06079,Parking relais,2019-08-29,true,220600019,6.946097,43.553332,,,,,,,
06079-C-002,C-002,Aire de Mermoz,,Mandelieu La Napoule,06079,Parking,2021-09-01,true,220600019,6.9482,43.56726,34,,,,,,
06079-C-003,C-003,Aire du parc naturel départemental du San Peyre,,Mandelieu La Napoule,06079,Parking,2021-09-01,true,220600019,6.93227431618338,43.5225977887954,40,,,,,,
06084-C-001,C-001,Parc Relais Giratoire Pénétrante,600 Route de la Roquette. 06370 Mouans-Sartoux,MOUANS SARTOUX,06084,Parking relais,2019-08-29,true,220600019,6.967739,43.612562,,,,,,,
06084-C-002,C-002,Aire de Tiragon,,Mouans sartoux,06084,Parking,2021-09-01,true,220600019,6.96781,43.61248,35,,,,,,
06095-C-001,C-001,Aire du giratoire de la liberté,,Peymeinade,06095,Parking,2021-09-01,true,220600019,6.89144,43.64543,70,,,,,,
06152-C-001,C-001,Aire du parc naturel départemental de la Valmasque - Les Lucioles,,Valbonne,06152,Parking,2021-09-01,true,220600019,7.04524844289147,43.6135603487272,40,,,,,,
06155-C-001,C-001,Aire de Massier - Provisoire,,Vallauris,06155,Parking,2021-09-01,true,220600019,7.07054,43.56912,36,,,,,,
06161-C-001,C-001,Parc Relais Les Plans,117 Avenue des Ferrayonnes. 06270 Villeneuve-Loubet,VILLENEUVE LOUBET,06161,Parking relais,2019-08-29,true,220600019,7.127547,43.652775,,,,,,,
07005-C-001,C-001,Station de service Alba la Romaine,D263A. 07400 Alba-la-Romaine,ALBA LA ROMAINE,07005,Parking,2019-08-29,true,220700017,4.595806,44.56277,20,,,,,,
07009-C-001,C-001,Station Essence Torrenson,10 Avenue de Beaucaire. 07340 Andance,ANDANCE,07009,Parking,2019-08-29,true,220700017,4.798276,45.23621,,,,,,,
07052-C-001,C-001,Aire de covoiturage de Champis,3945 Route de Valence. 07440 Champis,CHAMPIS,07052,Aire de covoiturage,2019-08-29,true,220700017,4.765861,44.941659,,,,,,,
07060-C-001,C-001,Portes du Pays de Crussol,41 Route Royale. 07240 Chéteauneuf-de-Vernoux,CHATEAUNEUF DE VERNOUX,07060,Parking,2019-08-29,true,220700017,4.642699,44.919568,10,,,,,,
07064-C-001,C-001,Plaisance,5 Chemin d'Aurives. 07160 Le Cheylard,LE CHEYLARD,07064,Parking,2019-08-29,true,220700017,4.428552,44.911867,5,,,,,,
07069-C-001,C-001,Parking Boucherie Valla,Le Village E. 07410 Colombier-le-Vieux,COLOMBIER LE VIEUX,07069,Parking,2019-08-29,true,220700017,4.695545,45.066191,,,,,,,
07070-C-001,C-001,Salle des fétes,126 Avenue du Colonel Rousset. 07130 Cornas,CORNAS,07070,Parking,2019-08-29,true,220700017,4.848119,44.960664,15,,,,,,
07076-C-001,C-001,Les Chrysanthémes,2 Pl. des Chrysanthemes. 07350 Cruas,CRUAS,07076,Parking,2019-08-29,true,220700017,4.759546,44.652089,,,,,,,
07078-C-001,C-001,Aire de covoiturage de Davézieux,2147 Route de Lyon. 07430 Saint-Clair,DAVEZIEUX,07078,Aire de covoiturage,2019-08-29,true,220700017,4.706238,45.261776,20,,,,,,
07089-C-001,C-001,Aire de covoiturage de Félines,71 D109. 07340 Felines,FELINES,07089,Aire de covoiturage,2019-08-29,true,220700017,4.740932,45.308776,10,,,,,,
